idx_issue,등록일자,상태,구분,작성자명,작성자명(form DB),프로젝트명,관련제품,이슈내용,발생원인,개선방안
718,2023.6.28,등록,,이은교,이은교,PNA18509-케이디앤지,풀커버 스프링노트,"노트 커버 시안과 실물간의 색감차이 발생함

검수 단계에서 해당 부분 걸러져 큐레이터가 실물 확인 후 납품 가능한 수준으로 판단하여 정상 출고하였으나, 고객께서는 납득 어려운 수준으로 판단함.
","작업 실수나 시안오류 보다는 지류와 인쇄/후처리 등의 특성에 이해 발생한 색감차이

",
717,2023.6.26,등록,,한봄이,한봄이,PNA18808-삼성증권,아이콘 펜,"'-고객이 확인한 30개 (슬라이드지퍼백) 키트 중 15개 수량의 아이콘 펜이 불량이었다고 전달받았습니다. (총 수량 200개)
-아이콘이 고리 부분과 떨어진 상태로 배송되었거나 살짝만 만져도 분리되었다고 합니다..",아이콘 부착을 위해 칠한 본드 접착력이 약했거나 너무 소량이었던게 아닐까 싶습니다.,
716,2023.6.21,등록,,한봄이,한봄이,PNA18071-지마켓,Carry me 와인잔,"1. 2개입으로 100세트 제작하셨는데 1개입으로 100세트 제작되어 입고됨
2. 입고된 100세트가 샘플 컨펌 전 시안으로 제작됐고, 샘플 수령 후 시안이 살짝 변경됨",협력사 실수,
715,2023.6.20,등록,,황휘민,황휘민, PNA11997-충북대학교디지털혁신공유대학,핑거팬,"충전이슈로 a/s 요청주셨습니다.
회수할 필요없이 새 제품으로 발송해드리면 좋을 것 같은데 scm실 측 의견 부탁드립니다.","추정 원인 : 충전 기능 불량
상세 현상 : 충전기를 연결하면 항상 충전완료 상태로 뜨고(계속 초록불) 작동도 잘 되지만 충전기를 빼면 작동이 안됨. 충전기를 한참 연결해놨다가 빼도 동일한 현상이 나타남.",
714,2023.6.19,등록,,채효경,채효경,PNA18817-나이스평가정보,플레인 USB,데이터 삽입 파일이 2개였으나 1개 파일만 삽입됨,"고객 전달 메일에서 1개 파일은 첨부파일, 나머지 1개 파일은 다운로드 링크로 전달되어 cx담당자가 1개 파일인 것으로 착각하여 드랍박스 업로드를 누락하였습니다.
고객 필요 일정으로 인해 오늘 회수 후 데이터 추가삽입하여 6/21(수) 오전까지 재출고 가능할지 확인 부탁 드려도 될까요? 
ECO페이퍼박스 S사이즈 키트 300개 수량이며, 플레인USB 본품이 씬페이퍼봉투+스티커 포장되어 씬페이퍼봉투와 스티커는 재제작이 필요할 수 있을 것 같습니다.(ㅠㅠ)","견적서의 데이터 삽입 옵션에 데이터 파일명, 데이터 파일 개수 등 상세내용 기입할 수 있도록 선택사항란 기재해두기 (이건 바로 제가 생성해두겠습니다.. 혹 추가의견 있으시다면 말씀 주세요)"
713,2023.6.16,등록,,한승윤,한승윤,PNA18772-메카닉코리아(파이브가이즈),아이콘 콜드컵,"빨간색 형태의 띠가 연결되어 360도로 둘러서 인쇄되는 것을 원했는데 실제로는 해당 부분이 떨어져서 인쇄됐습니다. 고객사에서 제작 논의 단계 때부터 해당 부분은 강조하셔서 말씀해주셨다고 하는데, 1) 제작 상의 오류인지 2) 제품 자체에서 어쩔 수 없는 부분인지 확인 부탁드립니다. 

고객사에서 차주 수요일 (6/21)까지 물품이 필요하신 상황으로 확인했습니다. 재제작 필요할 것 같은데 얼마나 걸릴지 빠르게 확인해주시면 좋을 것 같습니다. ",시안 상의 오류? ,
712,2023.6.14,등록,,한승윤,한승윤,PNA18491-한국부동산원,스트레치 사원증 홀더,"체크썸 오류로 발주 진행되지 않음
>> 우선 가장 빠른 출고 일자가 6/28~29일로 보이는데 퀵으로라도 전달드릴 수 있을지 확인 필요할 것 같습니다. ","담당자, 대체담당자의 체크썸 오류 알림 누락.
알람이 n차로 와야할 것 같습니다. ",
711,2023.6.14,등록,,송지영,송지영,PNA17580-한국미쓰도요,화이트쇼핑백,"클래시차량용과 함께 구매한 쇼핑백(화이트)가 불량이 많다고 하시네요. 

쇼핑백 펼칠 때마다 찢어지는 현상이 발생하고.
테이프 처리까지 되어있는 쇼핑백이 발견되었습니다.

현재까지 발행한 불량은 20개 정도라 제작한 방향제 수량보다 모자라다고 하십니다. (사진은 쓰레드로 참고 부탁드립니다. )

아직 사용하지 않은 쇼핑백 중에서 불량이 얼만큼 있을지 모르는 상황이라 고객은 50개 정도 추가 전달을 원하시는데 50개는 수량이 좀 많은 것 같기는 합니다. 확인 부탁드려요! ",,
710,2023.6.7,등록,,현동원,현동원,PNA18305-한국수자원공사,인스타 피규어,A1 시안의 상의가 A2 시안으로 모두 인쇄됨,"확인중이며, 셰르파 내 시안 구분은 문제 없는 것으로 확인됩니다.",
708,2023.5.23,등록,,한승윤,한승윤,PNA14543-의정부시도시재생지원센터,데코 무선 가습기,"구매하셨던 200개 수량 중 180개 남은 상황, 그 중에 박스 하나 열어서 세 개를 랜덤하게 테스트 해보셨는데요 

1. 설명서가 들어가있지 않음 
2. 충전이 매우 오래 걸림 (22일 낮부터 23일 오전까지 계속 충전했는데 계속 빨간불) ","1. 협력사 임가공인 것으로 확인했는데, 협력사에서 설명서를 다 버림
2. 고객사에서 사용법을 몰라 제대로 작동 시키지 못하고 있거나
3. 높은 전압으로 충전하고 있어서 작동이 안되고 있거나
4. 오랜 기간 동안 사용하지 않아 배터리가 방전되었거나.. 등등.. ",
707,2023.5.16,등록,,한봄이,한봄이,PNA18188-신구대학교우촌박물관,인스타 피규어,시안 2종 중 1종이 시안과 다르게 인쇄가 되어 출고됨 (리본이 빠져 인쇄됨),협력사 실수,
706,2023.5.8,등록,,황휘민,황휘민,PNA16698-펜타시큐리티시스템,"""No Stress, PD충전기""","신시어리케어 서비스 접수 건입니다.
동봉되어 있는 케이블/원래 가지고 계시던 케이블을 활용해도 충전이 되지 않는다고 합니다. 불도 안들어온다고 하네요. 
새 제품을 하나 보내드리면 좋을 것 같은데 잘못된 제품 회수 필요할까요?",,
705,2023.5.3,등록,,송지영,송지영,PNA18219-TMCK,스펙트럼 컬러펜,"스펙트럼 컬러펜 화이트 바디/잉크 색상 블랙으로 발주했으나, 잉크 색상이 화이트바디/브라운으로 제작됨 ",확인 필요,
703,2023.4.28,등록,,채효경,채효경,PNA17840-몰레큘러디바이시스,클라우드 피크닉매트,"시안의 색상 청록색이 파란색으로 인쇄됨 (커버 배경색, 매트 체크무늬부분) 고객 필요일정이 급해 출고된 제품으로 사용하실 예정이나, 발생 원인 및 후속 조치 필요 여부 확인 필요함.","원인 확인 필요. 고객사에서 시안작업 해주셨고, 체크파이널 단계에서 특이사항은 없었습니다. 제작 혹은 검수 단계에서 특이사항 있었을지 확인 요청 드립니다. ",
